location.name,location.region,location.country,location.lat,location.lon,location.tz_id,location.localtime_epoch,location.localtime,current.last_updated_epoch,current.last_updated,current.temp_c,current.temp_f,current.is_day,current.condition.text,current.condition.icon,current.condition.code,current.wind_mph,current.wind_kph,current.wind_degree,current.wind_dir,current.pressure_mb,current.pressure_in,current.precip_mm,current.precip_in,current.humidity,current.cloud,current.feelslike_c,current.feelslike_f,current.windchill_c,current.windchill_f,current.heatindex_c,current.heatindex_f,current.dewpoint_c,current.dewpoint_f,current.vis_km,current.vis_miles,current.uv,current.gust_mph,current.gust_kph
Bogale,Irrawaddy,Myanmar,16.283,95.4,Asia/Yangon,1747219705,2025-05-14 17:18,1747219500,2025-05-14 17:15,30.9,87.5,1,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,9.8,15.8,129,SE,1005.0,29.68,0.0,0.0,59,32,34.6,94.3,30.9,87.5,34.6,94.3,22.0,71.5,10.0,6.0,0.4,12.9,20.7
