location.name,location.region,location.country,location.lat,location.lon,location.tz_id,location.localtime_epoch,location.localtime,current.last_updated_epoch,current.last_updated,current.temp_c,current.temp_f,current.is_day,current.condition.text,current.condition.icon,current.condition.code,current.wind_mph,current.wind_kph,current.wind_degree,current.wind_dir,current.pressure_mb,current.pressure_in,current.precip_mm,current.precip_in,current.humidity,current.cloud,current.feelslike_c,current.feelslike_f,current.windchill_c,current.windchill_f,current.heatindex_c,current.heatindex_f,current.dewpoint_c,current.dewpoint_f,current.vis_km,current.vis_miles,current.uv,current.gust_mph,current.gust_kph
Bogale,Irrawaddy,Myanmar,16.283,95.4,Asia/Yangon,1747224849,2025-05-14 18:44,1747224000,2025-05-14 18:30,29.4,84.9,0,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,7.6,12.2,128,SE,1006.0,29.69,0.0,0.0,66,29,33.0,91.4,29.4,84.9,33.0,91.4,22.4,72.4,10.0,6.0,0.0,11.4,18.4
