data_source,date,extraction_date,state,district,township,latitude,longitude,timezone,summary,precipitation_probability,precipitation_intensity_inches_per_hour,precipitation_accumulation_inches,wind_speed_miles_per_hour,icon,wind_bearing_degrees,wind_gust_miles_per_hour,temperature_min_fahrenheit,temperature_max_fahrenheit
ambient weather,2025-05-29,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Periods of rain,0.91,0.18,0.18,11.5,rain,156,34.5,78,90
ambient weather,2025-05-30,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Periods of rain,0.91,0.36,0.36,11.5,rain,155,29.9,77,89
ambient weather,2025-05-31,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Periods of rain,0.98,1.17,1.17,9.2,rain,157,25.3,78,89
ambient weather,2025-06-01,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Rain and a thunderstorm,0.94,0.3,0.3,10.4,rain,146,25.3,77,88
ambient weather,2025-06-02,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Rain and a thunderstorm,0.94,0.4,0.4,9.2,rain,137,27.6,76,86
ambient weather,2025-06-03,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,"A morning t-storm, then rain",0.74,0.97,0.97,5.8,rain,154,18.4,77,90
ambient weather,2025-06-04,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Cloudy with a little rain,0.65,0.45,0.45,5.8,rain,162,17.3,77,90
ambient weather,2025-06-05,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Afternoon rain,0.68,0.13,0.13,6.9,rain,165,17.3,76,91
ambient weather,2025-06-06,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Occasional rain,0.6,0.21,0.21,5.8,rain,150,15.0,77,89
ambient weather,2025-05-28,2025-05-29,Bago (East),Bago,Thanatpin,17.2898,96.5772,Asia/Rangoon,Afternoon rain,1.0,0.47,0.47,11.5,thunderstorm,151,27.6,77,85
ambient weather,2025-05-29,2025-05-29,Bago (East),Bago,Thanatpin,17.2898,96.5772,Asia/Rangoon,Rain,0.99,0.84,0.84,10.4,rain,180,27.6,77,87
ambient weather,2025-05-30,2025-05-29,Bago (East),Bago,Thanatpin,17.2898,96.5772,Asia/Rangoon,Periods of rain,0.95,0.55,0.55,9.2,rain,191,25.3,78,86
ambient weather,2025-05-31,2025-05-29,Bago (East),Bago,Thanatpin,17.2898,96.5772,Asia/Rangoon,"Morning t-storms, then rain",0.96,0.69,0.69,10.4,thunderstorm,207,25.3,77,84
ambient weather,2025-06-01,2025-05-29,Bago (East),Bago,Thanatpin,17.2898,96.5772,Asia/Rangoon,"Morning t-storms, then rain",0.91,0.79,0.79,10.4,thunderstorm,189,26.5,77,84
ambient weather,2025-06-02,2025-05-29,Bago (East),Bago,Thanatpin,17.2898,96.5772,Asia/Rangoon,Morning thunderstorms,0.95,0.52,0.52,10.4,thunderstorm,207,31.1,77,85
ambient weather,2025-06-03,2025-05-29,Bago (East),Bago,Thanatpin,17.2898,96.5772,Asia/Rangoon,Periods of rain and a t-storm,0.67,0.68,0.68,8.1,rain,261,20.7,77,85
ambient weather,2025-06-04,2025-05-29,Bago (East),Bago,Thanatpin,17.2898,96.5772,Asia/Rangoon,A bit of afternoon rain,0.62,0.15,0.15,5.8,rain,210,16.1,79,86
ambient weather,2025-06-05,2025-05-29,Bago (East),Bago,Thanatpin,17.2898,96.5772,Asia/Rangoon,Cloudy with occasional rain,0.62,0.3,0.3,4.6,rain,157,20.7,78,84
ambient weather,2025-06-06,2025-05-29,Bago (East),Bago,Thanatpin,17.2898,96.5772,Asia/Rangoon,Occasional rain,0.67,0.48,0.48,3.5,rain,177,11.5,78,84
ambient weather,2025-05-28,2025-05-29,Bago (East),Bago,Waw,17.4837,96.6828,Asia/Rangoon,"Morning t-storms, then rain",1.0,0.42,0.42,10.4,thunderstorm,140,23.0,76,86
ambient weather,2025-05-29,2025-05-29,Bago (East),Bago,Waw,17.4837,96.6828,Asia/Rangoon,Humid with rain and a t-storm,0.99,0.99,0.99,10.4,rain,161,26.5,77,86
ambient weather,2025-05-30,2025-05-29,Bago (East),Bago,Waw,17.4837,96.6828,Asia/Rangoon,"Rain, heavy at times",0.99,1.28,1.28,9.2,rain,152,25.3,77,83
ambient weather,2025-05-31,2025-05-29,Bago (East),Bago,Waw,17.4837,96.6828,Asia/Rangoon,"Morning t-storms, then rain",0.97,0.73,0.73,9.2,thunderstorm,189,24.2,76,84
ambient weather,2025-06-01,2025-05-29,Bago (East),Bago,Waw,17.4837,96.6828,Asia/Rangoon,"Morning t-storms, then rain",0.96,1.06,1.06,9.2,thunderstorm,173,24.2,76,82
ambient weather,2025-06-02,2025-05-29,Bago (East),Bago,Waw,17.4837,96.6828,Asia/Rangoon,Morning thunderstorms,0.95,0.6,0.6,9.2,thunderstorm,182,27.6,76,84
ambient weather,2025-06-03,2025-05-29,Bago (East),Bago,Waw,17.4837,96.6828,Asia/Rangoon,Rain and a thunderstorm,0.7,1.09,1.09,4.6,rain,232,16.1,75,84
ambient weather,2025-06-04,2025-05-29,Bago (East),Bago,Waw,17.4837,96.6828,Asia/Rangoon,A little afternoon rain,0.58,0.09,0.09,4.6,rain,202,15.0,77,87
ambient weather,2025-06-05,2025-05-29,Bago (East),Bago,Waw,17.4837,96.6828,Asia/Rangoon,Cloudy with a little rain,0.61,0.18,0.18,5.8,rain,138,19.6,78,86
ambient weather,2025-06-06,2025-05-29,Bago (East),Bago,Waw,17.4837,96.6828,Asia/Rangoon,Occasional rain,0.6,0.22,0.22,4.6,rain,178,12.7,77,86
ambient weather,2025-05-28,2025-05-29,Bago (East),Taungoo,Yedashe,19.2646,96.2902,Asia/Rangoon,Rain,0.94,0.34,0.34,9.2,rain,161,25.3,77,88
ambient weather,2025-05-29,2025-05-29,Bago (East),Taungoo,Yedashe,19.2646,96.2902,Asia/Rangoon,Periods of rain,0.91,0.18,0.18,11.5,rain,156,34.5,78,90
ambient weather,2025-05-30,2025-05-29,Bago (East),Taungoo,Yedashe,19.2646,96.2902,Asia/Rangoon,Periods of rain,0.91,0.36,0.36,11.5,rain,155,29.9,77,89
ambient weather,2025-05-31,2025-05-29,Bago (East),Taungoo,Yedashe,19.2646,96.2902,Asia/Rangoon,Periods of rain,0.98,1.17,1.17,9.2,rain,157,25.3,78,89
ambient weather,2025-06-01,2025-05-29,Bago (East),Taungoo,Yedashe,19.2646,96.2902,Asia/Rangoon,Rain and a thunderstorm,0.94,0.3,0.3,10.4,rain,146,25.3,77,88
ambient weather,2025-06-02,2025-05-29,Bago (East),Taungoo,Yedashe,19.2646,96.2902,Asia/Rangoon,Rain and a thunderstorm,0.94,0.4,0.4,9.2,rain,137,27.6,76,86
ambient weather,2025-06-03,2025-05-29,Bago (East),Taungoo,Yedashe,19.2646,96.2902,Asia/Rangoon,"A morning t-storm, then rain",0.74,0.97,0.97,5.8,rain,154,18.4,77,90
ambient weather,2025-06-04,2025-05-29,Bago (East),Taungoo,Yedashe,19.2646,96.2902,Asia/Rangoon,Cloudy with a little rain,0.65,0.45,0.45,5.8,rain,162,17.3,77,90
ambient weather,2025-06-05,2025-05-29,Bago (East),Taungoo,Yedashe,19.2646,96.2902,Asia/Rangoon,Afternoon rain,0.68,0.13,0.13,6.9,rain,165,17.3,76,91
ambient weather,2025-06-06,2025-05-29,Bago (East),Taungoo,Yedashe,19.2646,96.2902,Asia/Rangoon,Occasional rain,0.6,0.21,0.21,5.8,rain,150,15.0,77,89
ambient weather,2025-05-28,2025-05-29,Bago (West),Thayarwady,Gyobingauk,18.2277,95.6503,Asia/Rangoon,Rain; breezy this morning,1.0,0.49,0.49,12.7,rain,148,27.6,77,88
ambient weather,2025-05-29,2025-05-29,Bago (West),Thayarwady,Gyobingauk,18.2277,95.6503,Asia/Rangoon,"Periods of rain, some heavy",0.99,0.74,0.74,9.2,rain,165,26.5,77,87
ambient weather,2025-05-30,2025-05-29,Bago (West),Thayarwady,Gyobingauk,18.2277,95.6503,Asia/Rangoon,Periods of rain,0.93,0.48,0.48,10.4,rain,178,29.9,77,84
ambient weather,2025-05-31,2025-05-29,Bago (West),Thayarwady,Gyobingauk,18.2277,95.6503,Asia/Rangoon,Periods of rain,0.95,0.53,0.53,10.4,rain,183,27.6,77,85
ambient weather,2025-06-01,2025-05-29,Bago (West),Thayarwady,Gyobingauk,18.2277,95.6503,Asia/Rangoon,Rain and a thunderstorm,0.94,0.72,0.72,10.4,rain,175,25.3,76,86
ambient weather,2025-06-02,2025-05-29,Bago (West),Thayarwady,Gyobingauk,18.2277,95.6503,Asia/Rangoon,Some rain and a thunderstorm,0.84,0.39,0.39,8.1,rain,201,24.2,76,84
ambient weather,2025-06-03,2025-05-29,Bago (West),Thayarwady,Gyobingauk,18.2277,95.6503,Asia/Rangoon,Rain and drizzle in the p.m.,0.7,0.25,0.25,5.8,rain,164,18.4,76,85
ambient weather,2025-06-04,2025-05-29,Bago (West),Thayarwady,Gyobingauk,18.2277,95.6503,Asia/Rangoon,A little afternoon rain,0.59,0.06,0.06,6.9,rain,201,17.3,79,91
ambient weather,2025-06-05,2025-05-29,Bago (West),Thayarwady,Gyobingauk,18.2277,95.6503,Asia/Rangoon,Afternoon rain,0.75,0.56,0.56,5.8,rain,163,16.1,78,89
ambient weather,2025-06-06,2025-05-29,Bago (West),Thayarwady,Gyobingauk,18.2277,95.6503,Asia/Rangoon,Cloudy with a touch of rain,0.63,0.42,0.42,3.5,rain,170,11.5,79,88
ambient weather,2025-05-28,2025-05-29,Bago (West),Thayarwady,Letpadan,17.7768,95.7473,Asia/Rangoon,"Morning t-storms, then rain",1.0,1.1,1.1,13.8,thunderstorm,152,33.4,76,83
ambient weather,2025-05-29,2025-05-29,Bago (West),Thayarwady,Letpadan,17.7768,95.7473,Asia/Rangoon,Periods of rain and a t-storm,0.98,0.67,0.67,10.4,rain,175,31.1,77,88
ambient weather,2025-05-30,2025-05-29,Bago (West),Thayarwady,Letpadan,17.7768,95.7473,Asia/Rangoon,A morning thunderstorm or two,0.93,0.54,0.54,11.5,thunderstorm,193,32.2,77,85
ambient weather,2025-05-31,2025-05-29,Bago (West),Thayarwady,Letpadan,17.7768,95.7473,Asia/Rangoon,"Morning t-storms, then rain",0.97,0.73,0.73,10.4,thunderstorm,192,26.5,77,85
ambient weather,2025-06-01,2025-05-29,Bago (West),Thayarwady,Letpadan,17.7768,95.7473,Asia/Rangoon,Rain in the afternoon,0.85,0.34,0.34,11.5,rain,188,27.6,76,86
ambient weather,2025-06-02,2025-05-29,Bago (West),Thayarwady,Letpadan,17.7768,95.7473,Asia/Rangoon,Periods of rain and a t-storm,0.94,0.74,0.74,10.4,rain,210,32.2,76,84
ambient weather,2025-06-03,2025-05-29,Bago (West),Thayarwady,Letpadan,17.7768,95.7473,Asia/Rangoon,A morning thunderstorm or two,0.63,0.36,0.36,8.1,thunderstorm,224,26.5,77,86
ambient weather,2025-06-04,2025-05-29,Bago (West),Thayarwady,Letpadan,17.7768,95.7473,Asia/Rangoon,A little afternoon rain,0.63,0.09,0.09,9.2,rain,220,23.0,78,86
ambient weather,2025-06-05,2025-05-29,Bago (West),Thayarwady,Letpadan,17.7768,95.7473,Asia/Rangoon,Cloudy with afternoon rain,0.75,0.61,0.61,4.6,rain,199,16.1,79,84
ambient weather,2025-06-06,2025-05-29,Bago (West),Thayarwady,Letpadan,17.7768,95.7473,Asia/Rangoon,Rain at times,0.68,0.59,0.59,4.6,rain,208,13.8,78,86
ambient weather,2025-05-28,2025-05-29,Bago (West),Thayarwady,Minhla,17.9752,95.708,Asia/Rangoon,Rain; breezy this morning,1.0,0.49,0.49,12.7,rain,148,27.6,77,88
ambient weather,2025-05-29,2025-05-29,Bago (West),Thayarwady,Minhla,17.9752,95.708,Asia/Rangoon,"Periods of rain, some heavy",0.99,0.74,0.74,9.2,rain,165,26.5,77,87
ambient weather,2025-05-30,2025-05-29,Bago (West),Thayarwady,Minhla,17.9752,95.708,Asia/Rangoon,Periods of rain,0.93,0.48,0.48,10.4,rain,178,29.9,77,84
ambient weather,2025-05-31,2025-05-29,Bago (West),Thayarwady,Minhla,17.9752,95.708,Asia/Rangoon,Periods of rain,0.95,0.53,0.53,10.4,rain,183,27.6,77,85
ambient weather,2025-06-01,2025-05-29,Bago (West),Thayarwady,Minhla,17.9752,95.708,Asia/Rangoon,Rain and a thunderstorm,0.94,0.72,0.72,10.4,rain,175,25.3,76,86
ambient weather,2025-06-02,2025-05-29,Bago (West),Thayarwady,Minhla,17.9752,95.708,Asia/Rangoon,Some rain and a thunderstorm,0.84,0.39,0.39,8.1,rain,201,24.2,77,83
ambient weather,2025-06-03,2025-05-29,Bago (West),Thayarwady,Minhla,17.9752,95.708,Asia/Rangoon,Rain and drizzle in the p.m.,0.7,0.25,0.25,5.8,rain,164,18.4,77,87
ambient weather,2025-06-04,2025-05-29,Bago (West),Thayarwady,Minhla,17.9752,95.708,Asia/Rangoon,A little afternoon rain,0.6,0.06,0.06,6.9,rain,201,17.3,79,91
ambient weather,2025-06-05,2025-05-29,Bago (West),Thayarwady,Minhla,17.9752,95.708,Asia/Rangoon,Afternoon rain,0.75,0.56,0.56,5.8,rain,163,16.1,78,89
ambient weather,2025-06-06,2025-05-29,Bago (West),Thayarwady,Minhla,17.9752,95.708,Asia/Rangoon,Cloudy with a touch of rain,0.63,0.42,0.42,3.5,rain,170,11.5,79,88
ambient weather,2025-05-28,2025-05-29,Bago (West),Thayarwady,Monyo,18.0293,95.5131,Asia/Rangoon,Breezy with rain,1.0,0.83,0.83,15.0,rain,160,34.5,77,88
ambient weather,2025-05-29,2025-05-29,Bago (West),Thayarwady,Monyo,18.0293,95.5131,Asia/Rangoon,Rain; breezy in the morning,0.97,0.56,0.56,12.7,rain,187,35.7,78,89
ambient weather,2025-05-30,2025-05-29,Bago (West),Thayarwady,Monyo,18.0293,95.5131,Asia/Rangoon,Breezy with periods of rain,0.91,0.29,0.29,13.8,rain,190,32.2,78,86
ambient weather,2025-05-31,2025-05-29,Bago (West),Thayarwady,Monyo,18.0293,95.5131,Asia/Rangoon,Afternoon rain,0.84,0.41,0.41,12.7,rain,187,28.8,77,85
ambient weather,2025-06-01,2025-05-29,Bago (West),Thayarwady,Monyo,18.0293,95.5131,Asia/Rangoon,Periods of rain and a t-storm,0.94,0.37,0.37,11.5,rain,189,26.5,76,87
ambient weather,2025-06-02,2025-05-29,Bago (West),Thayarwady,Monyo,18.0293,95.5131,Asia/Rangoon,Periods of rain and a t-storm,0.94,0.29,0.29,9.2,rain,204,28.8,77,83
ambient weather,2025-06-03,2025-05-29,Bago (West),Thayarwady,Monyo,18.0293,95.5131,Asia/Rangoon,Rain and drizzle in the a.m.,0.58,0.05,0.05,6.9,rain,191,23.0,78,87
ambient weather,2025-06-04,2025-05-29,Bago (West),Thayarwady,Monyo,18.0293,95.5131,Asia/Rangoon,A t-storm around in the p.m.,0.4,0.04,0.04,9.2,partly-cloudy-day,211,21.9,79,91
ambient weather,2025-06-05,2025-05-29,Bago (West),Thayarwady,Monyo,18.0293,95.5131,Asia/Rangoon,Cloudy with afternoon rain,0.75,0.24,0.24,5.8,rain,192,17.3,78,88
ambient weather,2025-06-06,2025-05-29,Bago (West),Thayarwady,Monyo,18.0293,95.5131,Asia/Rangoon,Rain at times,0.74,0.98,0.98,3.5,rain,191,10.4,79,88
ambient weather,2025-05-28,2025-05-29,Bago (West),Thayarwady,Nattalin,18.4261,95.5482,Asia/Rangoon,Breezy with rain,1.0,0.73,0.73,15.0,rain,159,32.2,77,89
ambient weather,2025-05-29,2025-05-29,Bago (West),Thayarwady,Nattalin,18.4261,95.5482,Asia/Rangoon,"Cloudy, rain; breezy",0.91,0.27,0.27,13.8,rain,180,38.0,77,88
ambient weather,2025-05-30,2025-05-29,Bago (West),Thayarwady,Nattalin,18.4261,95.5482,Asia/Rangoon,"A morning t-storm, then rain",0.89,0.31,0.31,13.8,thunderstorm,177,36.8,78,87
ambient weather,2025-05-31,2025-05-29,Bago (West),Thayarwady,Nattalin,18.4261,95.5482,Asia/Rangoon,Rain; breezy in the afternoon,0.91,0.28,0.28,13.8,rain,171,32.2,77,86
ambient weather,2025-06-01,2025-05-29,Bago (West),Thayarwady,Nattalin,18.4261,95.5482,Asia/Rangoon,Some rain and a thunderstorm,0.84,0.18,0.18,12.7,rain,177,31.1,77,86
ambient weather,2025-06-02,2025-05-29,Bago (West),Thayarwady,Nattalin,18.4261,95.5482,Asia/Rangoon,Occasional rain and a t-storm,0.84,0.18,0.18,8.1,rain,194,27.6,77,84
ambient weather,2025-06-03,2025-05-29,Bago (West),Thayarwady,Nattalin,18.4261,95.5482,Asia/Rangoon,"A.M. rain; otherwise, cloudy",0.82,0.34,0.34,5.8,rain,152,17.3,77,88
ambient weather,2025-06-04,2025-05-29,Bago (West),Thayarwady,Nattalin,18.4261,95.5482,Asia/Rangoon,An afternoon shower or two,0.65,0.08,0.08,5.8,rain,173,18.4,79,93
ambient weather,2025-06-05,2025-05-29,Bago (West),Thayarwady,Nattalin,18.4261,95.5482,Asia/Rangoon,A little afternoon rain,0.65,0.3,0.3,6.9,rain,170,18.4,78,90
ambient weather,2025-06-06,2025-05-29,Bago (West),Thayarwady,Nattalin,18.4261,95.5482,Asia/Rangoon,Cloudy with a little rain,0.65,0.21,0.21,4.6,rain,168,15.0,79,89
ambient weather,2025-05-28,2025-05-29,Bago (West),Thayarwady,Okpho,18.0429,95.6927,Asia/Rangoon,Rain; breezy this morning,1.0,0.49,0.49,12.7,rain,148,27.6,77,88
ambient weather,2025-05-29,2025-05-29,Bago (West),Thayarwady,Okpho,18.0429,95.6927,Asia/Rangoon,"Periods of rain, some heavy",0.99,0.74,0.74,9.2,rain,165,26.5,77,87
ambient weather,2025-05-30,2025-05-29,Bago (West),Thayarwady,Okpho,18.0429,95.6927,Asia/Rangoon,Periods of rain,0.93,0.48,0.48,10.4,rain,178,29.9,77,84
ambient weather,2025-05-31,2025-05-29,Bago (West),Thayarwady,Okpho,18.0429,95.6927,Asia/Rangoon,Periods of rain,0.95,0.53,0.53,10.4,rain,183,27.6,77,85
ambient weather,2025-06-01,2025-05-29,Bago (West),Thayarwady,Okpho,18.0429,95.6927,Asia/Rangoon,Rain and a thunderstorm,0.94,0.72,0.72,10.4,rain,175,25.3,76,86
ambient weather,2025-06-02,2025-05-29,Bago (West),Thayarwady,Okpho,18.0429,95.6927,Asia/Rangoon,Some rain and a thunderstorm,0.84,0.39,0.39,8.1,rain,201,24.2,77,83
ambient weather,2025-06-03,2025-05-29,Bago (West),Thayarwady,Okpho,18.0429,95.6927,Asia/Rangoon,Rain and drizzle in the p.m.,0.7,0.25,0.25,5.8,rain,164,18.4,77,87
ambient weather,2025-06-04,2025-05-29,Bago (West),Thayarwady,Okpho,18.0429,95.6927,Asia/Rangoon,A little afternoon rain,0.6,0.06,0.06,6.9,rain,201,17.3,79,91
ambient weather,2025-06-05,2025-05-29,Bago (West),Thayarwady,Okpho,18.0429,95.6927,Asia/Rangoon,Afternoon rain,0.75,0.56,0.56,5.8,rain,163,16.1,78,89
ambient weather,2025-06-06,2025-05-29,Bago (West),Thayarwady,Okpho,18.0429,95.6927,Asia/Rangoon,Cloudy with a touch of rain,0.63,0.42,0.42,3.5,rain,170,11.5,79,88
ambient weather,2025-05-28,2025-05-29,Bago (West),Pyay,Padaung,18.6831,95.0128,Asia/Rangoon,Rain; breezy this morning,1.0,0.65,0.65,13.8,rain,157,29.9,79,87
ambient weather,2025-05-29,2025-05-29,Bago (West),Pyay,Padaung,18.6831,95.0128,Asia/Rangoon,Some rain and a thunderstorm,0.84,0.19,0.19,10.4,rain,172,29.9,80,91
ambient weather,2025-05-30,2025-05-29,Bago (West),Pyay,Padaung,18.6831,95.0128,Asia/Rangoon,A little afternoon rain,0.69,0.16,0.16,10.4,rain,169,27.6,79,90
ambient weather,2025-05-31,2025-05-29,Bago (West),Pyay,Padaung,18.6831,95.0128,Asia/Rangoon,Some rain and a thunderstorm,0.96,0.79,0.79,9.2,rain,164,25.3,79,86
ambient weather,2025-06-01,2025-05-29,Bago (West),Pyay,Padaung,18.6831,95.0128,Asia/Rangoon,Periods of rain and a t-storm,0.94,0.4,0.4,6.9,rain,171,20.7,79,87
ambient weather,2025-06-02,2025-05-29,Bago (West),Pyay,Padaung,18.6831,95.0128,Asia/Rangoon,Periods of rain and a t-storm,0.94,0.44,0.44,5.8,rain,208,18.4,78,86
ambient weather,2025-06-03,2025-05-29,Bago (West),Pyay,Padaung,18.6831,95.0128,Asia/Rangoon,A couple of morning t-storms,0.65,0.09,0.09,5.8,thunderstorm,132,16.1,79,91
ambient weather,2025-06-04,2025-05-29,Bago (West),Pyay,Padaung,18.6831,95.0128,Asia/Rangoon,A stray afternoon t-storm,0.42,0.08,0.08,3.5,part-sun,195,11.5,78,92
ambient weather,2025-06-05,2025-05-29,Bago (West),Pyay,Padaung,18.6831,95.0128,Asia/Rangoon,Some rain and a thunderstorm,0.56,0.27,0.27,5.8,rain,164,17.3,79,89
ambient weather,2025-06-06,2025-05-29,Bago (West),Pyay,Padaung,18.6831,95.0128,Asia/Rangoon,Cloudy with occasional rain,0.63,0.4,0.4,3.5,rain,188,10.4,78,88
ambient weather,2025-05-28,2025-05-29,Bago (West),Pyay,Paukkhaung,18.904,95.5489,Asia/Rangoon,Rain; breezy this morning,1.0,0.61,0.61,12.7,rain,153,25.3,80,90
ambient weather,2025-05-29,2025-05-29,Bago (West),Pyay,Paukkhaung,18.904,95.5489,Asia/Rangoon,Periods of rain,0.97,0.58,0.58,11.5,rain,166,29.9,79,89
ambient weather,2025-05-30,2025-05-29,Bago (West),Pyay,Paukkhaung,18.904,95.5489,Asia/Rangoon,Rain in the afternoon,0.88,0.53,0.53,11.5,rain,165,34.5,79,88
ambient weather,2025-05-31,2025-05-29,Bago (West),Pyay,Paukkhaung,18.904,95.5489,Asia/Rangoon,Periods of rain,0.94,0.56,0.56,10.4,rain,165,28.8,79,86
ambient weather,2025-06-01,2025-05-29,Bago (West),Pyay,Paukkhaung,18.904,95.5489,Asia/Rangoon,Periods of rain,0.91,0.28,0.28,8.1,rain,167,25.3,79,87
ambient weather,2025-06-02,2025-05-29,Bago (West),Pyay,Paukkhaung,18.904,95.5489,Asia/Rangoon,An afternoon t-storm or two,0.87,0.46,0.46,5.8,thunderstorm,183,18.4,77,86
ambient weather,2025-06-03,2025-05-29,Bago (West),Pyay,Paukkhaung,18.904,95.5489,Asia/Rangoon,A.M. rain; some brightening,0.75,0.38,0.38,6.9,sprinkles,163,21.9,77,91
ambient weather,2025-06-04,2025-05-29,Bago (West),Pyay,Paukkhaung,18.904,95.5489,Asia/Rangoon,An afternoon shower or two,0.65,0.14,0.14,6.9,rain,183,17.3,80,93
ambient weather,2025-06-05,2025-05-29,Bago (West),Pyay,Paukkhaung,18.904,95.5489,Asia/Rangoon,Occasional afternoon rain,0.55,0.06,0.06,6.9,rain,179,17.3,79,94
ambient weather,2025-06-06,2025-05-29,Bago (West),Pyay,Paukkhaung,18.904,95.5489,Asia/Rangoon,"Rather cloudy, a little rain",0.61,0.32,0.32,5.8,rain,170,15.0,80,91
ambient weather,2025-05-28,2025-05-29,Bago (West),Pyay,Paungde,18.4892,95.5058,Asia/Rangoon,Breezy with rain,1.0,0.73,0.73,15.0,rain,159,32.2,77,89
ambient weather,2025-05-29,2025-05-29,Bago (West),Pyay,Paungde,18.4892,95.5058,Asia/Rangoon,"Cloudy, rain; breezy",0.91,0.27,0.27,13.8,rain,180,38.0,77,88
ambient weather,2025-05-30,2025-05-29,Bago (West),Pyay,Paungde,18.4892,95.5058,Asia/Rangoon,"A morning t-storm, then rain",0.89,0.31,0.31,13.8,thunderstorm,177,36.8,78,87
ambient weather,2025-05-31,2025-05-29,Bago (West),Pyay,Paungde,18.4892,95.5058,Asia/Rangoon,Rain; breezy in the afternoon,0.91,0.28,0.28,13.8,rain,171,32.2,77,86
ambient weather,2025-06-01,2025-05-29,Bago (West),Pyay,Paungde,18.4892,95.5058,Asia/Rangoon,Some rain and a thunderstorm,0.84,0.18,0.18,12.7,rain,177,31.1,77,86
ambient weather,2025-06-02,2025-05-29,Bago (West),Pyay,Paungde,18.4892,95.5058,Asia/Rangoon,Occasional rain and a t-storm,0.84,0.18,0.18,8.1,rain,194,27.6,77,84
ambient weather,2025-06-03,2025-05-29,Bago (West),Pyay,Paungde,18.4892,95.5058,Asia/Rangoon,"A.M. rain; otherwise, cloudy",0.82,0.34,0.34,5.8,rain,152,17.3,77,88
ambient weather,2025-06-04,2025-05-29,Bago (West),Pyay,Paungde,18.4892,95.5058,Asia/Rangoon,An afternoon shower or two,0.65,0.08,0.08,5.8,rain,173,18.4,79,93
ambient weather,2025-06-05,2025-05-29,Bago (West),Pyay,Paungde,18.4892,95.5058,Asia/Rangoon,A little afternoon rain,0.65,0.3,0.3,6.9,rain,170,18.4,78,90
ambient weather,2025-06-06,2025-05-29,Bago (West),Pyay,Paungde,18.4892,95.5058,Asia/Rangoon,Cloudy with a little rain,0.65,0.21,0.21,4.6,rain,168,15.0,79,89
ambient weather,2025-05-28,2025-05-29,Bago (West),Pyay,Pyay,18.8499,95.3855,Asia/Rangoon,Rain; breezy this morning,1.0,0.61,0.61,12.7,rain,153,25.3,80,90
ambient weather,2025-05-29,2025-05-29,Bago (West),Pyay,Pyay,18.8499,95.3855,Asia/Rangoon,Periods of rain,0.97,0.58,0.58,11.5,rain,166,29.9,79,89
ambient weather,2025-05-30,2025-05-29,Bago (West),Pyay,Pyay,18.8499,95.3855,Asia/Rangoon,Rain in the afternoon,0.88,0.53,0.53,11.5,rain,165,34.5,79,88
ambient weather,2025-05-31,2025-05-29,Bago (West),Pyay,Pyay,18.8499,95.3855,Asia/Rangoon,Periods of rain,0.94,0.56,0.56,10.4,rain,165,28.8,79,86
ambient weather,2025-06-01,2025-05-29,Bago (West),Pyay,Pyay,18.8499,95.3855,Asia/Rangoon,Periods of rain,0.91,0.28,0.28,8.1,rain,167,25.3,79,87
ambient weather,2025-06-02,2025-05-29,Bago (West),Pyay,Pyay,18.8499,95.3855,Asia/Rangoon,An afternoon t-storm or two,0.87,0.46,0.46,5.8,thunderstorm,183,18.4,77,86
ambient weather,2025-06-03,2025-05-29,Bago (West),Pyay,Pyay,18.8499,95.3855,Asia/Rangoon,A.M. rain; some brightening,0.75,0.38,0.38,6.9,sprinkles,163,21.9,77,91
ambient weather,2025-06-04,2025-05-29,Bago (West),Pyay,Pyay,18.8499,95.3855,Asia/Rangoon,An afternoon shower or two,0.65,0.14,0.14,6.9,rain,183,17.3,80,93
ambient weather,2025-06-05,2025-05-29,Bago (West),Pyay,Pyay,18.8499,95.3855,Asia/Rangoon,Occasional afternoon rain,0.55,0.06,0.06,6.9,rain,179,17.3,79,94
ambient weather,2025-06-06,2025-05-29,Bago (West),Pyay,Pyay,18.8499,95.3855,Asia/Rangoon,"Rather cloudy, a little rain",0.61,0.32,0.32,5.8,rain,170,15.0,80,91
