date,weather_code,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,daylight_duration,sunshine_duration,uv_index_max,uv_index_clear_sky_max,rain_sum,showers_sum,snowfall_sum,precipitation_sum,precipitation_hours,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
2025-05-16 00:00:00+00:00,95.0,29.8585,25.9585,35.518303,32.45322,0,0,46443.113,0.0,1.0,9.15,0.2,2.1999998,0.0,2.3999996,10.0,80.0,10.787993,28.44,144.18146,10.88,2.3853846
2025-05-17 00:00:00+00:00,95.0,30.4585,26.4585,36.06432,32.660393,0,0,46479.71,567.2356,5.65,9.15,0.0,5.8,0.0,5.8,6.0,65.0,15.192682,29.519999,133.2352,10.98,2.4730618
2025-05-18 00:00:00+00:00,95.0,30.758501,26.3085,36.29415,32.774883,0,0,46515.547,12492.961,6.7,9.1,0.0,8.0,0.0,8.0,12.0,73.0,14.76439,32.399998,133.50574,15.08,3.2299304
2025-05-19 00:00:00+00:00,95.0,32.0585,26.5585,38.421703,32.982674,0,0,46550.566,32520.729,8.45,9.1,0.0,5.5,0.0,5.2,6.0,74.0,13.217443,27.359999,153.12334,18.64,3.9794123
2025-05-20 00:00:00+00:00,80.0,32.2085,26.8585,38.741753,33.726074,0,0,46584.74,29830.752,8.45,9.05,0.0,6.8999996,0.0,6.8999996,15.0,76.0,12.181625,24.48,159.81938,17.83,3.8120987
2025-05-21 00:00:00+00:00,96.0,31.258501,26.8585,37.119312,33.74221,0,0,46618.01,27905.04,8.1,8.65,0.0,15.6,0.0,15.6,12.0,73.0,12.620554,27.359999,173.52264,15.99,3.3633585
2025-05-22 00:00:00+00:00,96.0,31.008501,26.8585,37.61691,33.59646,0,0,46650.35,24386.54,6.05,8.65,0.0,12.999998,0.0,12.999998,17.0,88.0,13.684735,28.8,172.04253,15.26,3.20535
