SR_Pcode,SR_Name_Eng,District/SAZ_Pcode,District/SAZ_Name_Eng,Tsp_Pcode,Township_Name_Eng,Town_Pcode,Town_Name_Eng,Town_Name_MMR,Longitude,Latitude,Source,Start_Date,Modified_End_Date,Notification,Notification_modified,GAD_Town_Status,Field_Town_Status,MIMU_Town_Mapping_Status,Change_Type,Remark
MMR005,Sagaing,MMR005D001,Sagaing,MMR005003,Myaung,MMR005003701,Myaung Town,မြောင်,95.4242495673,21.831639681,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D001,Sagaing,MMR005002,Myinmu,MMR005002701,Myinmu Town,မြင်းမူ,95.5715669702,21.9268056227,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005S001,Naga Self-Administered Zone,MMR005037,Nanyun,MMR005037703,Dohi Town,ဒုံဟီး,95.7916545391,26.7756974529,GAD,2011-01-20,,200/24-74/U-1,,Active,,Active,,
MMR005,Sagaing,MMR005S001,Naga Self-Administered Zone,MMR005037,Nanyun,MMR005037701,Namyung Town,နန်းယွန်း,96.16705,26.97979,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005S001,Naga Self-Administered Zone,MMR005037,Nanyun,MMR005037702,Pansau Town,ပန်ဆောင်,96.1671161033,27.2368319665,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005019,Pale,MMR005019701,Pale Town,ပုလဲ,94.87486,21.93415,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D007,Mawlaik,MMR005032,Paungbyin,MMR005032701,Paungbyin Town,ဖောင်းပြင်,94.81686,24.26768,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D011,Kawlin,MMR005026,Pinlebu,MMR005026701,Pinlebu Town,ပင်လည်ဘူး,95.37026,24.08089,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,Sagaing Town,စစ်ကိုင်း,95.96231,21.88008,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001702,Sar Taung Town,ဆားတောင်,95.7574,22.1639,GAD,2017-01-03,,No. 10/2017,,Active,,Active,,
MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005018,Salingyi,MMR005018701,Salingyi Town,ဆားလင်းကြီး,95.0826935653,21.9736313111,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D002,Shwebo,MMR005004,Shwebo,MMR005004702,Kyauk Myaung Town,​ကျောက်မြောင်း,95.94495,22.59329,GAD,2010-09-13,,200/24-65/U-1,,Active,,Active,,
MMR005,Sagaing,MMR005D002,Shwebo,MMR005004,Shwebo,MMR005004701,Shwebo Town,ရွှေဘို,95.69849,22.56996,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D002,Shwebo,MMR005010,Tabayin,MMR005010702,Saing Pyin Town,စိုင်ပြင်,95.2366,22.5561,GAD,2018-05-10,,No. 571/2018,,Active,,Active,,
MMR005,Sagaing,MMR005D002,Shwebo,MMR005010,Tabayin,MMR005010701,Tabayin Town,ဒီပဲယင်း,95.32121,22.68529,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D006,Tamu,MMR005030,Tamu,MMR005030703,Khampat Town,ခါမ်းပါတ်,94.14575,23.77977,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D006,Tamu,MMR005030,Tamu,MMR005030702,Myothit Town,မြို့သစ်,94.51857,24.51539,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D006,Tamu,MMR005030,Tamu,MMR005030701,Tamu Town,တမူး,94.31534,24.21149,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011701,Taze Town,တန့်ဆည်,95.37361,22.94407,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022701,Tigyaing Town,ထီးချိုင့်,96.14833,23.75452,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D002,Shwebo,MMR005006,Wetlet,MMR005006701,Wetlet Town,ဝက်လက်,95.78812,22.36715,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D011,Kawlin,MMR005025,Wuntho,MMR005025701,Wuntho Town,ဝန်းသို,95.6819302656,23.8992406392,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D002,Shwebo,MMR005009,Ye-U,MMR005009701,Ye-U Town,ရေဦး,95.43049,22.76914,GAD,,,,,Active,,Active,,
MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005016,Yinmarbin,MMR005016701,Yinmarbin Town,ယင်းမာပင်,94.90014,22.07779,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D333,Mong Pawk (Wa SAD),MMR016320,Ho Tawng (Ho Tao),MMR016320701,Ho Tawng (Ho Tao) Town,ဟိုတောင်း,99.5506704369,22.0414317334,Field Sources,,,,,,Active,Active,,WA Town
MMR016,Shan (East),MMR016D001,Kengtung,MMR016001,Kengtung,MMR016001701,Kengtung Town,ကျိုင်းတုံ,99.6036,21.29189,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D333,Mong Pawk (Wa SAD),MMR016319,Mong Hpen,MMR016319701,Mong Hpen Town,မိုင်းဖျန်,99.59892,21.98542,Field Sources,,,,,,Active,Active,,WA Town
MMR016,Shan (East),MMR016D333,Mong Pawk (Wa SAD),MMR016322,Mong Kar,MMR016322701,Mong Kar Town,မိုင်းကာ,99.41942,21.84343,Field Sources,,,,,,Active,Active,,WA Town
MMR016,Shan (East),MMR016D333,Mong Pawk (Wa SAD),MMR016321,Mong Pawk,MMR016321701,Mong Pawk Town,မိုင်းပေါက်,99.310104,22.008223,Field Sources,,,,,,Active,Active,,WA Town
MMR016,Shan (East),MMR016D003,Tachileik,MMR016010,Monghpyak,MMR016010701,Monghpyak Town,မိုင်းဖြတ်,99.92333,20.87804,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D002,Monghsat,MMR016006,Monghsat,MMR016006701,Monghsat Town,မိုင်းဆတ်,99.24724,20.50544,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D002,Monghsat,MMR016006,Monghsat,MMR016006702,Mongkhoke Town,မိုင်းခုတ်,99.4636009715,20.7404832998,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D001,Kengtung,MMR016002,Mongkhet,MMR016002701,Mongkhet Town,မိုင်းခတ်,99.46377,21.7499,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D001,Kengtung,MMR016005,Mongla,MMR016005701,Mongla Town,မိုင်းလား,100.01867,21.6729,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D001,Kengtung,MMR016007,Mongping,MMR016007701,Mongping Town,မိုင်းပျဉ်း,99.026,21.3502,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D001,Kengtung,MMR016007,Mongping,MMR016007702,Tontar Town,တုံတာ,99.28781,21.33004,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D002,Monghsat,MMR016008,Mongton,MMR016008703,Hmone Hta Town,မုံးထ,98.5670835,19.7978983,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D002,Monghsat,MMR016008,Mongton,MMR016008701,Mongton Town,မိုင်းတုံ,98.90008,20.30351,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D002,Monghsat,MMR016008,Mongton,MMR016008702,Ponparkyin Town,ပုံပါကျင်,98.9382,19.8892,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D001,Kengtung,MMR016003,Mongyang,MMR016003702,Mongpauk Town,မိုင်းပေါက်,99.3101,22.0082,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D001,Kengtung,MMR016003,Mongyang,MMR016003701,Mongyang Town,မိုင်းယန်း,99.68711,21.84235,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D003,Tachileik,MMR016011,Mongyawng,MMR016011701,Mongyawng Town,မိုင်းယောင်း,100.357897145,21.1806982156,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D003,Tachileik,MMR016011,Mongyawng,MMR016011702,Mongyu Town,မိုင်းယု,100.55082407,21.3297597873,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D333,Mong Pawk (Wa SAD),MMR016323,Nam Hpai,MMR016323701,Nam Hpai Town,နမ့်ဖိုင်,99.2003491915,21.9290564238,Field Sources,,,,,,Active,Active,,WA Town
MMR016,Shan (East),MMR016D003,Tachileik,MMR016009,Tachileik,MMR016009702,Kenglat Town,ကျိုင်းလပ်,100.534,20.867,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D003,Tachileik,MMR016009,Tachileik,MMR016009701,Tachileik Town,တာချီလိတ်,99.88403,20.45304,GAD,,,,,Active,,Active,,
MMR016,Shan (East),MMR016D003,Tachileik,MMR016009,Tachileik,MMR016009703,Tarlay Town,တာလေ,100.093069143,20.7126192543,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015311,Aik Chan (Ai' Chun),MMR015311701,Aik Chan (Ai' Chun) Town,အိုက်ချန်,99.22358,22.76395,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015306,Hkun Mar (Hkwin Ma),MMR015306701,Hkun Mar (Hkwin Ma) Town,ခွန်းမား,99.46016,22.9794,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015D006,Hopang,MMR015021,Hopang,MMR015021701,Hopang Town,ဟိုပန်,98.75029,23.42544,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D006,Hopang,MMR015021,Hopang,MMR015021702,Namtit Town,နမ့်တစ်,98.8672192757,23.4758305972,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D006,Hopang,MMR015021,Hopang,MMR015021703,Pan Lon Town,ပန်လုံ,98.78571,23.25641,GAD,2011-04-29,,200/24-82/U-1,,Active,,Active,,
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015305,Hsawng Hpa (Saun Pha),MMR015305701,Hsawng Hpa (Saun Pha) Town,ဆောင်ဖ,99.2236480153,23.0846019847,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015D001,Lashio,MMR015002,Hseni,MMR015002701,Hseni Town,သိန္နီ,97.9736,23.3072,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D003,Kyaukme,MMR015014,Hsipaw,MMR015014701,Hsipaw Town,သီပေါ,97.2981,22.61894,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015310,Ka Lawng Hpar,MMR015310701,Ka Lawng Hpar Town,ကလောင်ဖါ,98.72545,22.71811,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015304,Kawng Min Hsang,MMR015304702,Mong Maw Town,မိုင်းမော,98.96356,22.96912,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015S002,Kokang Self-Administered Zone,MMR015023,Konkyan,MMR015023701,Konkyan Town,ကုန်းကြမ်း,98.53934,23.82946,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015S002,Kokang Self-Administered Zone,MMR015023,Konkyan,MMR015023702,Maw Hteik Town,​မော်ထိုက်,98.796794,24.094122,GAD,2011-04-29,,200/24-80/U-1,,Active,,Active,,
MMR015,Shan (North),MMR015D001,Lashio,MMR015020,Kunlong,MMR015020701,Kunlong Town,ကွမ်းလုံ,98.6505262417,23.4164547195,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D002,Muse,MMR015011,Kutkai,MMR015011701,Kutkai Town,ကွတ်ခိုင်,97.94341,23.45921,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D002,Muse,MMR015011,Kutkai,MMR015011702,Tarmoenye Town,တာမိုးညဲ,98.09862,23.57597,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D003,Kyaukme,MMR015012,Kyaukme,MMR015012701,Kyaukme Town,ကျောက်မဲ,97.03671,22.54172,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D003,Kyaukme,MMR015012,Kyaukme,MMR015012703,Monglon Town,မိုင်းလုံ,96.62431,22.7908,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D003,Kyaukme,MMR015012,Kyaukme,MMR015012702,Mongngawt Town,မိုင်းငေါ့,96.98402,22.77316,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D001,Lashio,MMR015001,Lashio,MMR015001701,Lashio Town,လားရှိုး,97.74747,22.95277,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015S002,Kokang Self-Administered Zone,MMR015022,Laukkaing,MMR015022702,Chinshwehaw Town,ချင်းရွှေဟော်,98.82419,23.47557,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015S002,Kokang Self-Administered Zone,MMR015022,Laukkaing,MMR015022701,Laukkaing Town,လောက်ကိုင်,98.76408,23.69163,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015309,Lin Haw,MMR015309701,Lin Haw Town,လင်ဟော်,98.83702,22.77647,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015307,Long Htan,MMR015307701,Long Htan Town,လုံထန်,99.36871,22.90568,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015D008,Mongmit,MMR015018,Mabein,MMR015018701,Mabein Town,မဘိမ်း,96.6292,23.47292,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),MMR015313,Man Man Hseng,MMR015313701,Man Man Hseng Town,မန်မန်ဆိုင်,98.76685,22.50304,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015303,Man Tun,MMR015303701,Man Tun Town,မန်တွန်း,98.612,22.94789,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015S001,Pa Laung Self-Administered Zone,MMR015019,Manton,MMR015019701,Manton Town,မန်တုံ,97.1222174261,23.246479231,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D007,Matman,MMR015024,Matman,MMR015024701,Matman Town,မက်မန်း,98.8708786459,21.9541743447,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D006,Hopang,MMR015008,Mongmao,MMR015008701,Mongmao Town,မိုင်းမော,98.9674,22.9672,Field Sources,,,,,,Active,Active,,GAD does not recognized as a Town
MMR015,Shan (North),MMR015D008,Mongmit,MMR015017,Mongmit,MMR015017701,Mongmit Town,မိုးမိတ်,96.66999,23.11422,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D001,Lashio,MMR015003,Mongyai,MMR015003701,Mongyai Town,မိုင်းရယ်,98.0389972,22.4276179,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D002,Muse,MMR015009,Muse,MMR015009703,Manhlyoe (Manhero) Town,(မန်ဟျိုး) မန်ဟီးရိုး,97.8006424545,23.9517633685,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D002,Muse,MMR015009,Muse,MMR015009702,Monekoe Town,မုန်းကိုး,98.3031,24.0998,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D002,Muse,MMR015009,Muse,MMR015009701,Muse Town,မူဆယ်,97.90165,23.98989,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D002,Muse,MMR015009,Muse,MMR015009704,Pang Hseng (Kyu Koke) Town,ပန်ဆိုင်း (ကြူကုတ်),98.06229,24.07548,GAD,2011-01-05,,200/24-68/U-1,,Active,,Active,,
MMR015,Shan (North),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),MMR015315,Nam Hkam Wu,MMR015315701,Nam Hkam Wu Town,နမ်ခမ်းဝူး,99.18664,22.47704,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015301,Nam Tit,MMR015301701,Nam Tit Town,နမ့်တစ်,98.86718,23.47584,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015D002,Muse,MMR015010,Namhkan,MMR015010701,Namhkan Town,နမ့်ခမ်း,97.6818,23.837,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015S001,Pa Laung Self-Administered Zone,MMR015016,Namhsan,MMR015016701,Namhsan Town,နမ့်ဆန်,97.16126,22.96407,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D003,Kyaukme,MMR015015,Namtu,MMR015015701,Namtu Town,နမ္မတူ,97.40049,23.09361,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),MMR015316,Nar Kawng,MMR015316701,Nar Kawng Town,နားကောင်,98.7102692499,22.3736948216,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015302,Nar Wee (Na Wi),MMR015302701,Nar Wee (Na Wi) Town,နာဝီး,98.66354,23.11117,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015D007,Matman,MMR015006,Narphan,MMR015006701,Narphan Town,နားဖန်,99.0925765259,22.6079311762,Field Sources,,,,,,Active,Active,,GAD does not recognized as a Town
MMR015,Shan (North),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),MMR015314,Nawng Hkit,MMR015314701,Nawng Hkit Town,နောင်ခစ်,98.9248,22.43836,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),MMR015314,Nawng Hkit,MMR015314702,Wein Kawn Town,ဝိန်းကောင်,98.93896,22.30273,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015D003,Kyaukme,MMR015013,Nawnghkio,MMR015013701,Nawnghkio Town,နောင်ချို,96.79895,22.33003,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),MMR015317,Pang Hkam,MMR015317701,Pang Hkam Town,ပန်ခမ့်,99.17044,22.17594,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),MMR015318,Pang Yang,MMR015318701,Pang Yang Town,ပန်ယန်း,98.7967514741,22.1291182353,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015D007,Matman,MMR015005,Pangsang (Panghkam),MMR015005702,Man Kan Town,မန်ကန်,98.59519,22.68954,GAD,2011-05-16,,200/24-81/U-1,,Active,,Active,,
MMR015,Shan (North),MMR015D007,Matman,MMR015005,Pangsang (Panghkam),MMR015005701,Pangsang (Panghkam) Town,ပန်ဆန်း (ပန်ခမ်း),99.17044,22.17594,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D006,Hopang,MMR015007,Pangwaun,MMR015007701,Pangwaun Town,ပန်ဝိုင်,99.3090833264,23.0562781046,Field Sources,,,,,,Active,Active,,GAD does not recognized as a Town
MMR015,Shan (North),MMR015D001,Lashio,MMR015004,Tangyan,MMR015004701,Tangyan Town,တန့်ယန်း,98.3968,22.4981,GAD,,,,,Active,,Active,,
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015308,Yawng Lin,MMR015308701,Yawng Lin Town,ယောင်လင်း,99.31197,22.95939,Field Sources,,,,,,Active,Active,,WA Town
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015312,Yin Pang,MMR015312701,Yin Pang Town,ရင်ဖန့်,99.28307,22.62819,Field Sources,,,,,,Active,Active,,WA Town
MMR014,Shan (South),MMR014S002,Pa-O Self-Administered Zone,MMR014003,Hopong,MMR014003701,Hopong Town,ဟိုပုံး,97.17024,20.79743,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014S002,Pa-O Self-Administered Zone,MMR014004,Hsihseng,MMR014004701,Hsihseng Town,ဆီဆိုင်,97.251903882,20.1622695921,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014005,Kalaw,MMR014005702,Aungpan Town,အောင်ပန်း,96.63584,20.66122,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014005,Kalaw,MMR014005703,He Hoe Town,ဟဲဟိုး,96.8239,20.7221,GAD,2018-09-21,,No. 1312/2018,,Active,,Active,,
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014005,Kalaw,MMR014005701,Kalaw Town,ကလော,96.55864,20.62418,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D002,Loilen,MMR014014,Kunhing,MMR014014702,Kar Li Town,ကာလိ,98.5338061837,21.2887182142,GAD,2011-01-05,,200/24-70/U-1,,Active,,Active,,
MMR014,Shan (South),MMR014D002,Loilen,MMR014014,Kunhing,MMR014014701,Kunhing Town,ကွန်ဟိန်း,98.424,21.301,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D002,Loilen,MMR014015,Kyethi,MMR014015701,Kyethi Town,ကျေးသီး,97.81933,21.92515,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D002,Loilen,MMR014015,Kyethi,MMR014015702,Mongnawng Town,မိုင်းနောင်,98.123,21.645,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D002,Loilen,MMR014012,Laihka,MMR014012701,Laihka Town,လဲချား,97.66509,21.27024,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D003,Langkho,MMR014018,Langkho,MMR014018702,Homein Town,ဟိုမိန်း,97.979,19.769,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D003,Langkho,MMR014018,Langkho,MMR014018701,Langkho Town,လင်းခေး,98.00371,20.34222,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014008,Lawksawk,MMR014008702,Intaw Town,အင်တော,96.92252,21.63124,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014008,Lawksawk,MMR014008701,Lawksawk Town,ရပ်စောက်,96.86518,21.24664,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D002,Loilen,MMR014011,Loilen,MMR014011701,Loilen Town,လွိုင်လင်,97.56581,20.92536,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D002,Loilen,MMR014011,Loilen,MMR014011702,Pinlon Town,ပင်လုံ,97.532,20.991,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D003,Langkho,MMR014020,Mawkmai,MMR014020701,Mawkmai Town,မောက်မယ်,97.72369,20.2305,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D002,Loilen,MMR014017,Monghsu,MMR014017701,Monghsu Town,မိုင်းရှူး,98.36044,21.90513,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D002,Loilen,MMR014017,Monghsu,MMR014017702,Mongsan (Hmonesan) Town,မိုင်းစံ (မုန်းဆန်း),98.36456,21.65989,GAD,2011-01-05,,200/24-71/U-1,,Active,,Active,,
MMR014,Shan (South),MMR014D002,Loilen,MMR014016,Mongkaing,MMR014016701,Mongkaing Town,မိုင်းကိုင်,97.52699,21.61149,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D003,Langkho,MMR014019,Mongnai,MMR014019702,Kengtawng Town,ကျိုင်းတောင်း,98.29333,20.75728,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D003,Langkho,MMR014019,Mongnai,MMR014019701,Mongnai Town,မိုးနဲ,97.8712,20.5136,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D003,Langkho,MMR014021,Mongpan,MMR014021701,Mongpan Town,မိုင်းပန်,98.3541,20.3188,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D002,Loilen,MMR014013,Nansang,MMR014013702,Kho Lam Town,ခိုလမ်,98.10086,21.09887,GAD,2011-01-05,,200/24-69/U-1,,Active,,Active,,
MMR014,Shan (South),MMR014D002,Loilen,MMR014013,Nansang,MMR014013701,Nansang Town,နမ့်စန်,97.72022,20.88912,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002702,Nang Pang Town,နန်းပန်,96.905960083,20.4549293518,GAD,2019-12-04,,No. 550/2019,,Active,,Active,,
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002701,Nyaungshwe Town,ညောင်ရွှေ,96.93206,20.65957,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014010,Pekon,MMR014010701,Pekon Town,ဖယ်ခုံ,97.00831,19.86348,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014S001,Danu Self-Administered Zone,MMR014006,Pindaya,MMR014006701,Pindaya Town,ပင်းတယ,96.66279,20.94158,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014S002,Pa-O Self-Administered Zone,MMR014009,Pinlaung,MMR014009702,Naungtayar Town,နောင်တရား,96.75691,20.29326,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014S002,Pa-O Self-Administered Zone,MMR014009,Pinlaung,MMR014009703,Pawng Lawng Town,ပေါင်းလောင်း,96.5825446173,19.9862621927,GAD,2015-06-23,,No. 801/2015,,Active,,Active,,
MMR014,Shan (South),MMR014S002,Pa-O Self-Administered Zone,MMR014009,Pinlaung,MMR014009701,Pinlaung Town,ပင်လောင်း,96.78219,20.12439,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014001,Taunggyi,MMR014001702,Ayetharyar Town,အေးသာယာ,96.99882,20.77475,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014001,Taunggyi,MMR014001703,Kyauktalonegyi Town,ကျောက်တလုံးကြီး,97.024,20.371,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014001,Taunggyi,MMR014001704,Shwenyaung Town,ရွှေညောင်,96.93614,20.76015,GAD,2007-03-12,,,,Active,,Active,,
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014001,Taunggyi,MMR014001701,Taunggyi Town,တောင်ကြီး,97.03598,20.77477,GAD,,,,,Active,,Active,,
MMR014,Shan (South),MMR014S001,Danu Self-Administered Zone,MMR014007,Ywangan,MMR014007701,Ywangan Town,ရွာငံ,96.44229,21.16282,GAD,,,,,Active,,Active,,
MMR006,Tanintharyi,MMR006D003,Kawthoung,MMR006010,Bokpyin,MMR006010701,Bokpyin Town,ဘုတ်ပြင်း,98.7590942164,11.2650396798,GAD,,,,,Active,,Active,,
MMR006,Tanintharyi,MMR006D003,Kawthoung,MMR006010,Bokpyin,MMR006010703,Karathuri Town,ကရသူရိ,98.75998,10.93336,GAD,,,,,Active,,Active,,
MMR006,Tanintharyi,MMR006D003,Kawthoung,MMR006010,Bokpyin,MMR006010702,Pyigyimandaing Town,ပြည်ကြီးမဏ္ဍိုင်,99.0014383295,11.4684212529,GAD,,,,,Active,,Active,,
MMR006,Tanintharyi,MMR006D001,Dawei,MMR006001,Dawei,MMR006001701,Dawei Town,ထားဝယ်,98.19636,14.07753,GAD,,,,,Active,,Active,,Dawei Town was defined as Region Capital as of 28 Feb 2011 (previously Myeik Town)
MMR006,Tanintharyi,MMR006D001,Dawei,MMR006001,Dawei,MMR006001702,Myitta Town,မေတ္တာ,98.52017,14.16355,GAD,,,,,Active,,Active,,
