SR_Pcode,SR_Name_Eng,District/SAZ_Pcode,District/SAZ_Name_Eng,Tsp_Pcode,Township_Name_Eng,Town_Pcode,Town_Name_Eng,Town_Name_MMR,Longitude,Latitude,Source,Start_Date,Modified_End_Date,Notification,Notification_modified,GAD_Town_Status,Field_Town_Status,MIMU_Town_Mapping_Status,Change_Type,Remark
MMR006,Tanintharyi,MMR006D003,Kawthoung,MMR006009,Kawthoung,MMR006009701,Kawthoung Town,ကော့သောင်း,98.5499529834,9.98260986197,GAD,,,,,Active,,Active,,
MMR006,Tanintharyi,MMR006D003,Kawthoung,MMR006009,Kawthoung,MMR006009702,Khamaukgyi Town,ခမောက်ကြီး,98.625,10.353,GAD,,,,,Active,,Active,,
MMR006,Tanintharyi,MMR006D002,Myeik,MMR006006,Kyunsu,MMR006006701,Kyunsu Town,ကျွန်းစု,98.4544308596,12.4738602304,GAD,,,,,Active,,Active,,
MMR006,Tanintharyi,MMR006D001,Dawei,MMR006002,Launglon,MMR006002701,Launglon Town,လောင်းလုံး,98.11963,13.97522,GAD,,,,,Active,,Active,,
MMR006,Tanintharyi,MMR006D002,Myeik,MMR006005,Myeik,MMR006005701,Myeik Town,မြိတ်,98.60978,12.44112,GAD,,,,,Active,,Active,,
MMR006,Tanintharyi,MMR006D002,Myeik,MMR006007,Palaw,MMR006007703,Pala Town,ပလ,98.6618826,12.849283,GAD,2016-02-25,,No. 520/2016,,Active,,Active,,
MMR006,Tanintharyi,MMR006D002,Myeik,MMR006007,Palaw,MMR006007702,Palauk Town,ပလောက်,98.6224826364,13.2722265626,GAD,,,,,Active,,Active,,
MMR006,Tanintharyi,MMR006D002,Myeik,MMR006007,Palaw,MMR006007701,Palaw Town,ပုလော,98.6457918957,12.9753059471,GAD,,,,,Active,,Active,,
MMR006,Tanintharyi,MMR006D002,Myeik,MMR006008,Tanintharyi,MMR006008702,Maw Taung Town,မောတောင်,99.6275,11.7952,GAD,2017-04-04,,No. 441/2017,,Active,,Active,,
MMR006,Tanintharyi,MMR006D002,Myeik,MMR006008,Tanintharyi,MMR006008701,Tanintharyi Town,တနင်္သာရီ,99.0127764916,12.0894052627,GAD,,,,,Active,,Active,,
MMR006,Tanintharyi,MMR006D001,Dawei,MMR006003,Thayetchaung,MMR006003701,Thayetchaung Town,သရက်ချောင်း,98.2625154665,13.8687046239,GAD,,,,,Active,,Active,,
MMR006,Tanintharyi,MMR006D001,Dawei,MMR006004,Yebyu,MMR006004702,Kaleinaung Town,ကလိန်အောင်,98.1384944066,14.6237968178,GAD,,,,,Active,,Active,,
MMR006,Tanintharyi,MMR006D001,Dawei,MMR006004,Yebyu,MMR006004701,Yebyu Town,ရေဖြူ,98.2029072628,14.245909857,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013037,Ahlone,MMR013037701,Ahlone,အလုံ,96.127863,16.782398,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D004,Yangon (West),MMR013044,Bahan,MMR013044701,Bahan,ဗဟန်း,96.156112,16.815427,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D002,Yangon (East),MMR013017,Botahtaung,MMR013017701,Botahtaung,ဗိုလ်တထောင်,96.169709,16.771967,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D003,Yangon (South),MMR013032,Cocokyun,MMR013032701,Cocokyun Town,ကိုကိုးကျွန်း,93.3682129593,14.1344305822,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013043,Dagon,MMR013043701,Dagon,ဒဂုံ,96.1469,16.794952,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),MMR013020701,Dagon Myothit (East),ဒဂုံမြို့သစ် (အရှေ့ပိုင်း),96.213226,16.912805,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North) Town,ဒဂုံမြို့သစ်(မြောက်ပိုင်း),96.19079,16.87774,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),MMR013021701,Dagon Myothit (Seikkan),ဒဂုံမြို့သစ် (ဆိပ်ကမ်း),96.272564,16.840488,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),MMR013018701,Dagon Myothit (South) Town,ဒဂုံမြို့သစ်(တောင်ပိုင်း),96.22582,16.84016,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013030,Dala,MMR013030701,Dala,ဒလ,96.143,16.75855,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D002,Yangon (East),MMR013014,Dawbon,MMR013014701,Dawbon,ဒေါပုံ,96.18435,16.781917,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D004,Yangon (West),MMR013040,Hlaing,MMR013040701,Hlaing,လှိုင်,96.125227,16.847934,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D001,Yangon (North),MMR013008,Hlaingtharya,MMR013008701,Hlaingtharya Town,လှိုင်သာယာ,96.06893,16.85402,GAD,,2020-01-27,,No. 032/2020,Inactive,,Inactive,Split,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013004,Hlegu,MMR013004701,Hlegu Town,လှည်းကူး,96.22745,17.09875,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003701,Hmawbi Town,မှော်ဘီ,96.0418,17.09987,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006701,Htantabin Town,ထန်းတပင်,95.9827,17.0174,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013001,Insein,MMR013001701,Insein,အင်းစိန်,96.095959,16.901771,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D004,Yangon (West),MMR013041,Kamaryut,MMR013041701,Kamaryut,ကမာရွတ်,96.132439,16.827684,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028701,Kawhmu Town,ကော့မှူး,96.06195,16.54616,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,MMR013026701,Kayan Town,ခရမ်း,96.5605,16.90544,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013029,Kungyangon,MMR013029701,Kungyangon Town,ကွမ်းခြံကုန်း,96.0119,16.4394,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013033,Kyauktada,MMR013033701,Kyauktada,ကျောက်တံတား,96.161642,16.774263,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D004,Yangon (West),MMR013033,Kyauktada,MMR013000777,Yangon City,ရန်ကုန်,96.1609261617,16.7781861107,GAD,,,,,Active,,Active,,Capital Town
MMR013,Yangon,MMR013D003,Yangon (South),MMR013024,Kyauktan,MMR013024701,Kyauktan Town,ကျောက်တန်း,96.32351,16.63393,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013024,Kyauktan,MMR013024702,Tadar Town,တံတား,96.53949,16.64788,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013038,Kyeemyindaing,MMR013038701,Kyeemyindaing,ကြည့်မြင်တိုင်,96.121879,16.814573,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D004,Yangon (West),MMR013035,Lanmadaw,MMR013035701,Lanmadaw,လမ်းမတော်,96.142335,16.779913,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D004,Yangon (West),MMR013036,Latha,MMR013036701,Latha,လသာ,96.150525,16.77712,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D004,Yangon (West),MMR013042,Mayangone,MMR013042701,Mayangone,မရမ်းကုန်း,96.142611,16.86619,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D001,Yangon (North),MMR013002,Mingaladon,MMR013002702,Htaukkyant Town,ထောက်ကြန့်,96.1323128013,17.0427556521,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013002,Mingaladon,MMR013002701,Mingaladon,မင်္ဂလာဒုံ,96.12795,16.94914,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D002,Yangon (East),MMR013022,Mingalartaungnyunt,MMR013022701,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,96.167859,16.788908,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D002,Yangon (East),MMR013012,North Okkalapa,MMR013012701,North Okkalapa,မြောက်ဥက္ကလာပ,96.163028,16.918775,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D004,Yangon (West),MMR013034,Pabedan,MMR013034701,Pabedan,ပန်းဘဲတန်း,96.15601,16.776983,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D002,Yangon (East),MMR013016,Pazundaung,MMR013016701,Pazundaung,ပုဇွန်တောင်,96.174392,16.779648,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D004,Yangon (West),MMR013039,Sanchaung,MMR013039701,Sanchaung,စမ်းချောင်း,96.137291,16.803809,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D003,Yangon (South),MMR013031,Seikgyikanaungto,MMR013031701,Seikgyikanaungto,ဆိပ်ကြီး/ခနောင်တို,96.116367,16.75779,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D004,Yangon (West),MMR013045,Seikkan,MMR013045701,Seikkan,ဆိပ်ကမ်း,96.15505,16.770395,City Area,,2020-01-27,,No. 032/2020,,,Inactive,Delete,GAD does not recognized as a Town
MMR013,Yangon,MMR013D001,Yangon (North),MMR013007,Shwepyithar,MMR013007701,Shwepyithar Town,ရွှေပြည်သာ,96.08329,16.95504,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013011,South Okkalapa,MMR013011701,South Okkalapa,တောင်ဥက္ကလာပ,96.179859,16.846249,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D001,Yangon (North),MMR013005,Taikkyi,MMR013005703,Ahpyauk Town,အဖျောက်,95.69338,17.38239,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013005,Taikkyi,MMR013005702,Okekan Town,ဥက္ကံ,95.8607,17.49696,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D001,Yangon (North),MMR013005,Taikkyi,MMR013005701,Taikkyi Town,တိုက်ကြီး,95.96344,17.31263,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013015,Tamwe,MMR013015701,Tamwe,တာမွေ,96.17646,16.810182,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D002,Yangon (East),MMR013013,Thaketa,MMR013013701,Thaketa,သာကေတ,96.202959,16.793009,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D003,Yangon (South),MMR013023,Thanlyin,MMR013023701,Thanlyin Town,သန်လျင်,96.25184,16.76378,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013009,Thingangyun,MMR013009701,Thingangyun,သင်္ဃန်းကျွန်း,96.19323,16.831011,City Area,,,,,,,Active,,GAD does not recognized as a Town
MMR013,Yangon,MMR013D003,Yangon (South),MMR013025,Thongwa,MMR013025701,Thongwa Town,သုံးခွ,96.52309,16.7586,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013027,Twantay,MMR013027701,Twantay Town,တွံတေး,95.93047,16.70734,GAD,,,,,Active,,Active,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013010,Yankin,MMR013010701,Yankin,ရန်ကင်း,96.162395,16.83601,City Area,,,,,,,Active,,GAD does not recognized as a Town
